id,q_num,source_doc,bank_answer,bank_option_count,docx_block_id,docx_year_half,docx_q_num,docx_answer,docx_option_count,match_score,answer_status,needs_review
797,797,ISPM:case:2025年上半年案例分析（第2批）【有答案版】_ocr.pdf#2,,0,778,2025年上半年,26,B,4,0.1303,na,True
798,798,ISPM:case:2025年上半年案例分析（第2批）【有答案版】_ocr.pdf#3,,0,700,2025年上半年,22,B,1,0.1365,na,True
799,799,ISPM:essay:2020年下半年论文写作试题_ocr.pdf#1,,0,16,2020年下半年,16,A,2,0.1351,na,True
800,800,ISPM:essay:2020年下半年论文写作试题_ocr.pdf#2,,0,57,2020年下半年,59,B,4,0.1408,na,True
801,801,ISPM:essay:2021年上半年论文写作试题_ocr.pdf,,0,108,2021年上半年,39,C,1,0.2265,na,True
802,802,ISPM:essay:2023年上半年论文写作试题_ocr.pdf,,0,348,2022年下半年,71,,1,0.2734,na,True
803,803,ISPM:essay:2023年下半年论文写作试题（第1批）_ocr.pdf,,0,396,2023年下半年,8,A,1,0.2407,na,True
804,804,ISPM:essay:2023年下半年论文写作试题（第2批）_ocr.pdf,,0,396,2023年下半年,8,A,1,0.25,na,True
805,805,ISPM:essay:2023年下半年论文写作试题（第3批）_ocr.pdf,,0,396,2023年下半年,8,A,1,0.2407,na,True
806,806,ISPM:essay:2023年下半年论文写作试题（第4批）_ocr.pdf,,0,396,2023年下半年,8,A,1,0.2731,na,True
807,807,ISPM:essay:2024年上半年论文写作试题（第1批）_ocr.pdf,,0,549,2024年上半年,20,D,1,0.1937,na,True
808,808,ISPM:essay:2024年上半年论文写作试题（第2批）_ocr.pdf,,0,549,2024年上半年,20,D,1,0.1937,na,True
809,809,ISPM:essay:2025年上半年论文写作试题（第1批）_ocr.pdf,,0,700,2025年上半年,22,B,1,0.1035,na,True
810,810,ISPM:essay:2025年上半年论文写作试题（第2批）_ocr.pdf,,0,699,2025年上半年,21,A,1,0.0969,na,True
